steps,id,frequency,subProcessFrequency,ratio,avgDuration,activityNames,minTime,maxTime,totalCost,avgCost
6,604961673,956,0,0.010813378728410003,1942095404,"['Request created', 'Pending Request for Network Information', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1530525343000,1544695937000,10994.0,11.5
9,894087963,764,0,0.008641654130235609,3075249274,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1494957524000,1551496426000,21392.0,28.0
6,411966570,751,0,0.008494610277234218,723442281,"['Request created', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1532339321000,1551497618000,12624.309999999952,16.810000000000002
12,-813070792,495,0,0.0055989774796683595,4591312104,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1495560823000,1551777987000,12775.949999999966,25.810000000000002
9,1981038055,390,0,0.0044113155900417375,2693973016,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1495454552000,1551496717000,5896.799999999966,15.120000000000001
11,242968301,302,0,0.0034159418158784738,4188103782,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1495185518000,1551496548000,6284.620000000033,20.810000000000002
8,-1256559727,202,0,0.0022848352543293105,2906507124,"['Request created', 'Evaluating Request (WITH registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1495452900000,1551695234000,5415.620000000013,26.810000000000002
9,-1313394822,146,0,0.0016514155798617789,2297750055,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1497358580000,1550114675000,4672.0,32.0
11,-1133210357,143,0,0.0016174823830153039,4058478056,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1497288642000,1551496176000,4647.5,32.5
9,699208156,139,0,0.0015722381205533374,2272167389,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1495726857000,1549942674000,2823.0899999999942,20.310000000000002
14,-1958478136,137,0,0.0015496159893223541,5160979095,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1496753123000,1551777719000,4152.469999999994,30.310000000000002
5,-1105266952,135,0,0.0015269938580913709,1490489504,"['Request created', 'Pending Request for Network Information', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1532281053000,1543572173000,472.5,3.5
9,-240523616,129,0,0.001459127464398421,2884779249,"['Request created', 'Evaluating Request (WITH registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1496164123000,1550199900000,3006.9899999999943,23.310000000000002
7,-440057832,105,0,0.0011876618896266217,953965143,"['Request created', 'Network Service Closure', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1532942244000,1551497304000,1975.0499999999959,18.810000000000002
11,565856140,85,0,0.000961440577316789,3869910059,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1496740733000,1549077204000,2108.8499999999967,24.810000000000002
10,1527484030,67,0,0.0007578413962379396,3206223627,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1499434496000,1551087370000,1348.0399999999984,20.12
13,206019677,65,0,0.0007352192650069563,5667406308,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1494933916000,1550891643000,1645.1499999999976,25.310000000000002
6,1244334614,62,0,0.0007012860681604813,1266411807,"['Request created', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1498840050000,1548473276000,558.0,9.0
10,421604772,62,0,0.0007012860681604813,4505061855,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1497956306000,1548848598000,1507.219999999998,24.310000000000002
8,-595401062,56,0,0.0006334196744675316,1468980965,"['Request created', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1532446850000,1551496421000,1193.3599999999983,21.310000000000002
6,-1275709620,56,0,0.0006334196744675316,2524453822,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1501254726000,1550201121000,437.36000000000007,7.8100000000000005
10,-1839545402,50,0,0.0005655532807745818,4578457120,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1499686640000,1551694999000,1800.0,36.0
7,218972835,50,0,0.0005655532807745818,3058244381,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1496749457000,1547486229000,1550.0,31.0
6,-249287058,48,0,0.0005429311495435985,1604793230,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1503393996000,1550027918000,936.0,19.5
7,394560599,45,0,0.0005089979526971236,1092089289,"['Request created', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1532426680000,1550576414000,1116.4499999999987,24.810000000000002
10,1791136378,44,0,0.000497686887081632,3073830364,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1496222733000,1550666568000,1017.2800000000001,23.12
9,1846960895,37,0,0.00041850942777319053,2230927460,"['Request created', 'Evaluating Request (WITH registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1497022817000,1549942778000,1010.4699999999991,27.310000000000002
13,548256507,36,0,0.0004071983621576989,5505427417,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1503331821000,1548903979000,1332.0,37.0
5,1191967020,34,0,0.0003845762309267156,742285500,"['Request created', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1533571188000,1544529027000,374.0,11.0
6,409535583,32,0,0.00036195409969573235,1096420782,"['Request created', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1501087428000,1548149021000,313.92,9.81
6,1930323102,32,0,0.00036195409969573235,1686515469,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Request completed with account closure']",1500290703000,1550546781000,736.0,23.0
9,-1201552143,30,0,0.00033933196846474905,1344607701,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1496750818000,1551699982000,744.2999999999995,24.810000000000002
1,-281056621,30,0,0.00033933196846474905,0,['Request completed with account closure'],1493307104000,1495076735000,15.0,0.5
11,-1176877759,29,0,0.0003280209028492574,2887677552,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1496225379000,1550027690000,534.47,18.43
5,670114635,29,0,0.0003280209028492574,576301207,"['Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1493717173000,1547262295000,217.5,7.5
4,1253296047,29,0,0.0003280209028492574,517018138,"['BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1494924460000,1542251953000,159.5,5.5
16,1111659352,28,0,0.0003167098372337658,6936288679,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1496677676000,1539247702000,974.6799999999994,34.81
7,-1535355515,28,0,0.0003167098372337658,2831758108,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1501839230000,1549907896000,540.6800000000001,19.310000000000002
11,-573244592,23,0,0.0002601545091563076,3194740261,"['Request created', 'Evaluating Request (WITH registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1496661045000,1550891928000,639.6299999999999,27.810000000000002
6,-254273547,23,0,0.0002601545091563076,1635377827,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1510243429000,1550632659000,529.0,23.0
4,-393594635,22,0,0.000248843443540816,719775273,"['Request created', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1532523623000,1542860110000,66.0,3.0
12,1046809998,21,0,0.00023753237792532435,4331523715,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1500294101000,1548234694000,517.02,24.62
6,903900540,20,0,0.0002262213123098327,1219823650,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Request completed with account closure']",1505313058000,1549077646000,226.20000000000002,11.31
13,528907516,20,0,0.0002262213123098327,6114344101,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1500308083000,1549077139000,586.2,29.310000000000002
9,947902152,19,0,0.00021491024669434108,2441027316,"['Request created', 'Network Service Closure', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1532427165000,1550200165000,442.89000000000004,23.310000000000002
11,-810322518,18,0,0.00020359918107884945,5969573500,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1497609277000,1544583795000,657.0,36.5
6,-1280696109,17,0,0.0001922881154633578,1032059471,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1496841085000,1549077230000,192.27,11.31
10,445462825,17,0,0.0001922881154633578,1554159942,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1501684375000,1549964383000,430.27000000000004,25.310000000000002
11,-251224873,17,0,0.0001922881154633578,2433660295,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1499084505000,1550632087000,333.54,19.62
3,-805364886,15,0,0.00016966598423237453,316285200,"['Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1494929445000,1534216491000,22.5,1.5
10,1642201313,15,0,0.00016966598423237453,6259448600,"['Request created', 'Evaluating Request (WITH registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1499683803000,1546510131000,469.65000000000003,31.310000000000002
5,-164684396,15,0,0.00016966598423237453,1011709067,"['Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1493917579000,1543028680000,124.65000000000002,8.31
7,1478089302,14,0,0.0001583549186168829,1703830072,"['Request created', 'Pending Request for Network Information', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Pending Request for Network Information', 'Request completed with account closure']",1532351917000,1544696250000,168.0,12.0
12,-261283882,14,0,0.0001583549186168829,7225731929,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1496075642000,1528192147000,567.0,40.5
10,709115173,13,0,0.00014704385300139125,1975228616,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1501255342000,1547746318000,368.03000000000003,28.310000000000002
11,-1964514484,12,0,0.00013573278738589963,2334363000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1517307427000,1545448576000,297.72,24.810000000000002
10,-1552035001,11,0,0.000124421721770408,4268037182,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1497357666000,1535466715000,440.0,40.0
7,-1118157933,11,0,0.000124421721770408,555085091,"['Request created', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1512484145000,1542356348000,170.5,15.5
12,-549418444,11,0,0.000124421721770408,4437875728,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1512551048000,1543578418000,316.91,28.810000000000002
13,1263587644,10,0,0.00011311065615491635,4856430600,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1500284631000,1548731148000,293.1,29.310000000000002
13,1804444672,10,0,0.00011311065615491635,4672087000,"['Request created', 'Evaluating Request (WITH registered letter)', 'Network Service Closure', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1503910913000,1550199949000,323.1,32.31
14,-1319434082,10,0,0.00011311065615491635,2560681400,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1497256681000,1544691521000,291.2,29.12
18,871252968,9,0,0.00010179959053942473,7453169223,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1501766657000,1549882565000,353.79,39.31
8,205341262,9,0,0.00010179959053942473,1237055112,"['Request created', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1506424358000,1550490571000,211.5,23.5
15,115698348,8,0,9.048852492393309e-05,5033876250,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Network Adjustment Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1507132516000,1544670386000,270.48,33.81
11,-1641626645,8,0,9.048852492393309e-05,1882021500,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1495530916000,1542424234000,230.48000000000002,28.810000000000002
11,429692513,8,0,9.048852492393309e-05,1945990250,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1503396082000,1535445662000,234.48000000000002,29.310000000000002
7,-647446087,7,0,7.917745930844145e-05,2579082000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1500470363000,1550137540000,89.67,12.81
4,1311991127,7,0,7.917745930844145e-05,1882049429,"['Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1494926696000,1546510208000,66.5,9.5
8,1492083449,6,0,6.786639369294981e-05,660589667,"['Request created', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1537868924000,1550114644000,151.86,25.310000000000002
5,40405244,6,0,6.786639369294981e-05,756025667,"['Request created', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1523632988000,1549285707000,87.0,14.5
6,-2081148663,6,0,6.786639369294981e-05,1260782834,"['Request created', 'Evaluating Request (WITH registered letter)', 'Network Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1498566942000,1543374278000,88.86,14.81
12,-525560391,6,0,6.786639369294981e-05,2902405000,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Network Adjustment Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1515402254000,1550480206000,178.86,29.810000000000002
8,-248392087,6,0,6.786639369294981e-05,633648500,"['Request created', 'Network Service Closure', 'Evaluating Request (WITH registered letter)', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1538644096000,1549019519000,160.86,26.810000000000002
5,705970610,6,0,6.786639369294981e-05,193480167,"['BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Back-Office Adjustment Requested ', 'Request completed with account closure']",1541505188000,1548325590000,81.0,13.5
6,-1063438984,6,0,6.786639369294981e-05,1249291667,"['Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1496921927000,1542251938000,61.86000000000001,10.31
11,1277161993,5,0,5.6555328077458175e-05,1687323600,"['Request created', 'Evaluating Request (NO registered letter)', 'Network Service Closure', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Back-Office Adjustment Requested ', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Request completed with account closure']",1514891502000,1530587565000,202.5,40.5
8,-1341256635,5,0,5.6555328077458175e-05,1111713800,"['Request created', 'Network Service Closure', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for Reservation Closure', 'Request completed with account closure']",1521733735000,1547521785000,61.550000000000004,12.31
12,-1878625692,5,0,5.6555328077458175e-05,3396614800,"['Request created', 'Network Service Closure', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'Network Adjustment Requested', 'Authorization Requested', 'BO Service Closure', 'Pending Request for Reservation Closure', 'Pending Liquidation Request', 'Pending Request for acquittance of heirs', 'Request completed with account closure']",1516297795000,1551693903000,117.15,23.43
